customer_tweet_id,customer_message,brand_reply,coverage_bucket,intent,escalate_gold,notes
1252966,"I already cancelled! Yet you charged me again, this is a disgrace. I would like a refund ASAP",My apologies for this. Please get in touch: and we'll be happy to help. ^DC,medium__refund_or_return,billing_or_charge_dispute,True,Multi-issue: charged again after already cancelling (labeled) with an explicit refund ask and cancellation context intertwined.
43297,Only Facebook is linked and I rarely use Facebook. I will be changing my password and unblinking Facebook just in case,"I'm sorry this is happening. If the problem persists, you can contact us here: via phone or chat. ^AY",medium__account_access_issue,account_access_issue,False,
430102,"No,I did not receive any new email from your company side. But if you people cannot fix this, then, Thank You Very Much. GoodBye Amazon Bye",We'll not be able to provide any further insight on this issue. We appreciate your understanding in this regards. ^CB,long__positive_feedback,complaint_escalation,True,
1953567,.. yesterday and you sent to wrong address utterly useless help so far,Hello there! We have responded to the DM that you have sent. Please check there for our reply. We would like to help any way we can! ^AL,short__order_cancellation_change,delivery_delay_or_missing,True,Fragment (message begins '..yesterday') continuing an unseen thread; context-limited.
1533720,"hi i ordered a bug home for my lady bug &amp; it came w/o a lid, so I filed a complaint &amp; got a 2nd one w/o a lid. What should I do",Uh oh! I'm terribly sorry the second one arrived like this as well! Please reach out to us here: ^ML,long__no_keyword_match,product_defect_or_wrong_item,True,
1432398,"Proposed solution was to cancel and reorder ($12 higher price now, out of stock for 2-4 weeks). Less available info from CS than my app.",Was this order being shipped or fulfilled by Amazon or was it sold and shipped by a third party seller?,long__order_cancellation_change,order_cancellation_change,True,
1240065,So it looks like unfortunately the item won't ship to Canada. Thanks for the help anyways!,Anytime! Let us know if you need help with anything else! ^LS,medium__positive_feedback,positive_feedback,False,
2536412,"No, just says ‘arriving today’ original estimate Wednesday 15th November","Sorry for the delay, if there's no further updates let us know. ^MI",short__no_keyword_match,delivery_delay_or_missing,False,
2624879,Hi. I think my account has been frozen for some reason?,"Terribly sorry for any trouble. Without providing account info, could you let us know more about what's going on? ^NN",short__no_keyword_match,account_access_issue,True,
568365,"They are all Amazon's carriers, tracking begins with AMZL. Always have issues with orders when your carrier delivers. Never with UPS, FEDEX or USPS.",My team can make sure this is sent to Amazon Logistics directly. Please send us your details with this secure link: ^EP,long__delivery_delay_or_missing,delivery_delay_or_missing,True,Recurring problem specifically with Amazon's own first-party carrier; the brand reply itself offers to escalate for account-specific follow-up.
1582035,"Epic delivery fail... Prime del by 8pm today... with a min to go, changed to Monday 🤬😤🤬 bit late for tonight’s farewell party!!!","I'm sorry for the wait! If you haven't already, please reach us for your available options: ^DW",long__delivery_delay_or_missing,delivery_delay_or_missing,False,
1367552,So if I buy the year and cancel will I get my money back?,Here is some information about the Prime membership and refund eligibility: ^TN,short__refund_or_return,general_product_question,False,Pre-purchase question about refund eligibility before buying -- labeled general_product_question per the no-order-yet rule even though it concerns refunds.
873808,"Good job , I go on holidays on the 28th and my parcel could be 7 days late 👏🏼",Hello Darcy. We are sorry to learn about this. Was the product purchased from Amazon directly or from a third party seller? ^JJ,short__delivery_delay_or_missing,delivery_delay_or_missing,False,
841290,"I am so disappointed with &amp; Had the worst experience of life, I am never ordering with you again!!! #AmazonReview","That's a rather regretful remark, Anand. Could you please elaborate on what lead to it? ^SF",medium__complaint_escalation,complaint_escalation,True,
707342,His prime membership. Is there any way you can chase this up? Charged 3 times but due to account being locked he is unable to cancel. Thanks,We're here to help! Has he received any e-mails from our Account Specialists? Be sure he checks spam/junk folders. ^JE,long__order_cancellation_change,order_cancellation_change,True,Multi-issue: can't cancel due to account lock (labeled) plus triple billing; several compounding issues needing investigation.
2562088,Great! And thanks for graciously not pointing out my typo in my tweet! 😂🤦🏼‍♂️,"Key, don't worry about it, it happens to the best of us! 😁 ^BL",short__positive_feedback,positive_feedback,False,
761217,Thank you hoping del driver was a little quick off the mark!! If it isn't here by end of tomorrow will ring. Thanks for quick reply 😊👍,"You're more than welcome, Claire! Definitely keep us updated on how it goes! 😊 ^SA",long__positive_feedback,positive_feedback,False,
1258247,"Tried contacting them, have been told will receive a call back in a min 20 Mins ago. No calls",I'm sorry for the delay. Kindly drop in your details here: &amp; we'll reach out to you at the earliest. ^EM,medium__no_keyword_match,other_unclassified,True,"Underlying issue/topic not stated in the message; only a repeated unmet callback promise. other_unclassified, human review recommended."
2521790,But I wanna connect it over Ethernet,That information is also available to you in the link provided by ^AF. It will detail how to connect via wireless or wired connection. ^SK,short__no_keyword_match,general_product_question,False,
2911618,"Hey thanks for the printer ink! I didn’t order a package, and I don’t have a printer but Merry Christmas I guess! Sorry I didn’t get you anything","Surprise!!😋 If you'd like, we can generate a return for these cartridges here: ^RR",long__positive_feedback,product_defect_or_wrong_item,False,"coverage_bucket keyword guess (positive_feedback) is wrong; content reports an unordered/wrong item received, told humorously."
1423519,"Hi I’ve been charged twice for a purchase, how can I get this sorted? Thanks 🙏",Did you place two order's for the same item by accident? You can check here - ^KM,short__billing_or_charge_dispute,billing_or_charge_dispute,True,
2614021,"I've been trying to log into my account for hours now, and every time I change my password, and try to log in, it says it's the wrong password. Please help","Hello, I'm sorry to hear this. Have you recevied an email from our account specialists about this? ^KK",long__account_access_issue,account_access_issue,True,
2236500,"Thanks, unfortunately it’s not marked as delivered, it’s marked as lost! What do I do?",We can't access account info via twitter. We'd like to help. Please contact us directly so we can look into this with you here: ^JF,medium__positive_feedback,delivery_delay_or_missing,True,coverage_bucket keyword guess (positive_feedback) is wrong; content reports a package marked lost.
245921,"pepper spray bottle I ordered from you is defective. Don't even want to try fixing it,with fear of harming myself or someone else.",Apologies for the trouble. Kindly connect with us here: and we'll sort this out for you. ^PB,long__product_defect_or_wrong_item,product_defect_or_wrong_item,True,Explicit safety/health-and-safety language (risk of harming self or others) -- mandatory escalation regardless of intent.
1724923,my card was charged twice for an order I did last week. Help!,"I'm sorry! What form of payment did you use (i.e. credit, debit, gift card)? Is the charge pending or posted to your acct? ^SH",short__billing_or_charge_dispute,billing_or_charge_dispute,True,
95332,Thanks for the damaged box but I’m glad it still works,"Truly sorry to see that your package arrived in this condition, but we too are glad to hear it's still in working order! We're always looking to improve, please submit packaging feedback here: ^JE",short__product_defect_or_wrong_item,positive_feedback,False,Reports a minor defect but explicitly states no action is needed; borderline product_defect_or_wrong_item vs. positive_feedback.
337419,I ordered dog food through Amazon because my ankle is broken. #Amazonfail,This certainly isn't the delivery service we strive to provide! Who is the carrier for this order? ^DD,short__product_defect_or_wrong_item,delivery_delay_or_missing,True,Message alone doesn't state the specific problem; brand reply's carrier question implies a delivery issue. Ambiguous -- reply needs info not present in the message.
2634143,and return shipping cost is 3.5 eur?,"It's € 3.50 if you return it within Germany and only if the article is cheaper than EUR 40,--. The price for a Kindle might have been more. Here are some more informations in English: ^BL",short__refund_or_return,general_product_question,False,
2318089,"ok, so I purchased a motinor which is defective and you guys considering it to be replaced rather than retrun which in turn I agree to order from amazon again buy not the same brand as box piece is defective, I want different brand option. Can you help me with this issue.",I understand your concern. I’d like to look into the issue and help you. Please fill this form: and we’ll contact you soon ^RI,long__product_defect_or_wrong_item,product_defect_or_wrong_item,True,
1210705,Worst delivery experience with order No. 407-9794814-9000362. Denied to delivery &amp; sending mail of Incomplete address .,we consider it to be personal information. Our page is visible to the public. (3/3) ^SY,medium__complaint_escalation,complaint_escalation,True,
2954309,¿cómo puedo abrir una reclamación a la empresa de transporte que trae los productos? Dicen que han estado en mi casa repartiendo y no ha venido nadie. No me he movido. No es la primera vez que me pasa con ellos.,"Hola, Carlos. Lamentamos mucho estos inconvenientes. ¿Cuál es la fecha de entrega estimada para este pedido? ^ES",long__no_keyword_match,delivery_delay_or_missing,True,
696660,"Hi there, when i clicked the link to proceed to the chat it redirected me to another page. Which says do not create any more accounts as they are trying to verify my billing information. Im not sure what to do here...?",There should be no need to create an account. Would you be able to use the phone option? ^DJ,long__billing_or_charge_dispute,other_unclassified,True,"Describes a suspicious redirect asking to 'verify billing information' when creating a new account -- possible phishing, doesn't map to a standard support intent. other_unclassified, human review recommended."
571701,I have contacted. they placed request for shipment of replacement. thank you.. I hope this time it happens.,Thank you for keeping us posted. Our team will look into it. ^HR,medium__positive_feedback,positive_feedback,False,
1638614,Bjr donnez moi le sourire et dites moi que commande numéro 407-7845437-3211562 peut arriver dans ma boite au lettre demain?😀,Pour avoir la réponse veuillez joindre notre service client via le lien suivant je vous prie: .2/2,medium__no_keyword_match,delivery_delay_or_missing,False,
1097831,Worst service by Showing something on website and happened something. Delivery not on time.,We apologize for the delay in the delivery. Please contact us here: and we'll help you. ^ZH,medium__complaint_escalation,complaint_escalation,True,
1326989,When your ornament that you ordered from comes broken #nothanks,We're here to help. Let's explore your return or replacement options here: ^GG,short__product_defect_or_wrong_item,product_defect_or_wrong_item,False,
361339,Thank you. Do you still want an item returned if it’s broken glass?,"Since we're unable to access accounts or orders via Twitter, it will need to be determined when you phone in on the link above ^AN",short__product_defect_or_wrong_item,refund_or_return,False,
2849134,Can tell me what the ‘external factors’ are in the LATE delivery of my second package. (Wash basket) #202-8940768-3506713,email? Please do not give your order details on social media as that information is sensitive and this platform is public. ^HC (2/2),medium__delivery_delay_or_missing,delivery_delay_or_missing,False,
49144,Can you help me? My account unlock because my billing address. I sented every day my bank statement but noone answer and fix it!,I'm sorry for the account issues! Have you received any further e-mails from an account specialist? ^TR,long__billing_or_charge_dispute,billing_or_charge_dispute,True,
234828,I tried emailing and on the phone it’s on 1 account they don’t know why I’ve been charged twice but now I’m just without prime😡😡😢😢,Sorry about that James! I'm sure we can help in this case. Did the double charges happen close together? ^JD,long__billing_or_charge_dispute,billing_or_charge_dispute,True,
2907867,"I've been waiting for a package since saturday. Still didn't receive anything. Intelcom apparently tried to deliver and said I was not present, though both me and my girlfriend were there. They don't return calls or emails... 4 days after using #Prime. So deceiving!!",I'm so sorry to hear that! Please contact us directly so we can take a closer look: ^BG,long__refund_or_return,delivery_delay_or_missing,True,
1326981,Thank you so much! The new one looks so much better! Great job!,Glad to hear it arrived undamaged and in good condition! Thanks for keeping us in the loop on this! ^BV,short__positive_feedback,positive_feedback,False,
695193,unable to reset my email password. I've forgotten the pin code I last ordered at,I understand that you want to reset your password. Our account specialist team would be glad to assist you with this. Please request a call back from the specialist team by punching your contact number here: ^BV,short__account_access_issue,account_access_issue,False,
1209830,"One of the worst service i have received in last 18 months, so returning a product due to neglectian of Amazon customer service",We're sorry to hear that. Could you please tell us what went wrong so we could check right away? ^HK,long__complaint_escalation,complaint_escalation,True,
894270,"hi there. If I have a high priority billing issue on AMS, how do I seek help? Please let me know.","For questions regarding your Amazon Marketing Services account, you can reach us here: ^JS",medium__billing_or_charge_dispute,billing_or_charge_dispute,True,"Names no specific dispute ('high priority billing issue'); could plausibly be billing_or_charge_dispute or a general routing question. Reconciled against src/config.py ALWAYS_ESCALATE_INTENTS: my message-level read (no charge yet moved / vague / procedural) said auto-handle, but billing_or_charge_dispute is an always-escalate intent category (PII/fraud-adjacent risk even on benign-looking messages). Sided with the intent-level rule; flipped to escalate_gold=True."
357341,"Never expected #amazon sending damaged products,","Apologies for the trouble with the delivery. We'd like to help, kindly connect with us here: ^MA",short__product_defect_or_wrong_item,product_defect_or_wrong_item,False,
1165634,Yes. They asked to provide name and billing address and last 4 digits of card,"Thanks for the confirmation, Suresh. Request you to respond to that email correspondence for further assistance. ^NK",short__billing_or_charge_dispute,billing_or_charge_dispute,True,"Fragment confirming what info was requested during an apparent billing/identity verification step; context-limited. Reconciled against src/config.py ALWAYS_ESCALATE_INTENTS: my message-level read (no charge yet moved / vague / procedural) said auto-handle, but billing_or_charge_dispute is an always-escalate intent category (PII/fraud-adjacent risk even on benign-looking messages). Sided with the intent-level rule; flipped to escalate_gold=True."
1631600,Can I cancel my order? I’d much rather go buy it at a store at this point,We don't have access to your account via Twitter. Please check here for additional options for your order: ^MO,short__order_cancellation_change,order_cancellation_change,False,
377484,Guess what happens when I ask the return email address a question:,I'm sorry for the trouble e-mailing us. We'd like to help. Would you tell us more about what you were contacting us about? ^AM,short__refund_or_return,refund_or_return,True,Vague complaint about emailing the return address; message alone doesn't specify the actual problem.
182895,"I change my password three times in a row, and i tried to login, but still it says your password is incorrect",I'm sorry to hear about the log in troubles! We're here to help! Reach out to us via email or phone here: ^ME,medium__account_access_issue,account_access_issue,True,
2176629,"Where the hell are my sunglasses? The first order thru Amazon was damaged. The replacement was ""sent"" 10/26/17 and shows ""awaiting package"" on the USPS site. This is has been TWO WEEKS! Where are my sunglasses???","I'm sorry to hear that you haven't received your sunglasses yet. We don't have access to your Amazon account via Twitter, please reach out to us here: ^CN",long__product_defect_or_wrong_item,product_defect_or_wrong_item,True,"Multi-issue: damaged original item (labeled, first-mentioned) with the replacement also stuck/delayed for two weeks noted as secondary."
2902664,Thanks my prime was instantly active when I ordered it but was hoping to get a welcome kit. Anyways thanks,Appreciate your understanding in this regard. I'll share your comments with our internal teams for review. Do keep us posted for any further assistance. ^SV,medium__positive_feedback,positive_feedback,False,
2907800,no sorry doesn't work. yes have tried but it does not appear but strangely is on the fire stick. also tried getting the app through the amazon site but does not give an option to downoad,"That's odd! Let's take a look in real-time. When you have a free moment, please reach out to us here: ^HM",long__product_defect_or_wrong_item,general_product_question,False,
1996408,... gibt es aktuell Probleme bei der Schnittstelle Homeatic IP -&gt; Alexa? Kann nix mehr Steuern oder den Skill aktivieren :/ wir frieren :D,"Hast du schon versucht, den Homematic IP neu mit Alexa zu verbinden? Wenn das nicht hilft, dann kuschelt euch bitte in eine Decke und kontaktiert die Spezialisten im Kundenservice über diesen Link: Am besten wählst du die Option ""Telefon"". ^DS",long__no_keyword_match,general_product_question,False,
2290183,I am not interested anymore in buying it from your website. Let me see how much time u guys take to deliver it. I will definitely return that,Sorry for the bad experience. I'll be sure to pass on your comments to the concerned team. You may get in touch with our support team for further assistance. ^NS,long__refund_or_return,refund_or_return,False,States an intent to return the item once received (future action) rather than a current active dispute -- borderline refund_or_return vs. general_product_question.
1862587,"Great job by ! Order was supposed to come by 24 oct, got it delivered today. Real quick. Impressive. Thank you &amp; happy Diwali. :)",I'll have your comments forwarded to our team internally for review on this. (2/2) ^VM,long__positive_feedback,positive_feedback,False,
2754594,I made an order Thursday on Prime delivery and it still hasn’t turned up? One attempt Friday but since then has gone missing?,I'm sorry for the wait! What's the latest tracking/delivery date shown in Your Orders here: ^JM,medium__delivery_delay_or_missing,delivery_delay_or_missing,True,
667700,"Lies, I ordered this product and did not receive it, where is my gift set and now I will have to return it before you send what I actually ordered","Oh no! I'm sorry you received the wrong item, that's frustrating! Have you had a chance to reach out to Customer Service about this order? What options were provided? If not, you can reach us here: ^EA",long__delivery_delay_or_missing,product_defect_or_wrong_item,True,Message wording is confusing ('did not receive it... where is my gift set'); brand reply confirms this is actually a wrong-item case requiring return-and-reship.
206165,No shopping from by using of #amazonpay because they hold money once you return the product... Worst company i have ever seen...,That's quite a comment! Could you please elaborate on the issue for us to help you better? ^PB,long__refund_or_return,complaint_escalation,True,
2217278,its a prime item carried by DHL,"Thanks for the info, Connor. Have you checked your return/replacement options here? Let us know! ^JD",short__no_keyword_match,product_defect_or_wrong_item,False,Fragment ('carried by DHL') continuing an apparent return/replacement thread; context-limited.
2669976,Répondez donc à la question !,remplir le formulaire nous permettra de consulter votre compte et remonter le retard au service concérné afin que cela ne se reproduise plus ^ME,short__no_keyword_match,complaint_escalation,True,
2758625,It always I’m locked out for security purposes and won’t order my stuff,"We can assist with your account issue. You may select the ""I cannot sign in to my account"" option from this link: ^SJ",short__account_access_issue,account_access_issue,True,
2766395,"I make an order, says it'll deliver on Wednesday, order it, now says Thursday, so I try to cancel, and I can't cancel. Why do you keep doing this?",Has the order been dispatched? You can check the tracking here: ^CN,long__order_cancellation_change,order_cancellation_change,True,
2456095,my registered email to u is __email__ can access there.,"Also, please don’t provide your account details as we consider them to be personal information. Our Twitter page is visible to public. 2/2 ^SB",short__no_keyword_match,account_access_issue,True,Fragment sharing a registered email for account-access support; personal info posted publicly.
2968324,No 😭 hasta mas noche ya que deje de trabajar,"¡Pues entonces no tienes de qué preocuparte Mr. John, el tiempo pasa muy rápido y muy pronto estarás disfrutando de Xenoblade Chronicles 2! ¡Que lo disfrutes! 😃 ^CB",short__no_keyword_match,other_unclassified,False,Non-English (ES); short fragment responding to an earlier unseen question; topic not independently inferable. other_unclassified.
2764454,I was able to get in using the one time use code. I didn't really want to reset my password. I'm looking for evidence that my password was compromised. Is it a server issue?,"If you have concerns over the security of your account, we recommend both changing the passwords linked to your email and then to your account. ^BD",long__account_access_issue,account_access_issue,True,
138238,"&lt;1/1&gt;Today I witnessed a great customer satisfaction service by Instead of providing compensation in form of replacement for the Y1 mobile damaged during delivery, asked me to book the same in next flash sale. #Nahargarh",I will surely forward the feedback and to the concerned team and our team will definitely work towards it. 2/2^AR,long__product_defect_or_wrong_item,product_defect_or_wrong_item,True,
2798291,where is my wig,I'm sorry you haven't received your item! Can you tell us the intended delivery date stated in your order confirmation e-mail? ^AC,short__delivery_delay_or_missing,delivery_delay_or_missing,False,
3729,i reset my password 3 times and it still says incorrect you gotta be shitting me,I'm sorry for the trouble! Have you tried the steps outlined here? ^LA,short__account_access_issue,account_access_issue,True,
179985,Yep. See the screenshot (wasn't sure if I could share my tracking number on here),"Hey, can you get in touch with us here: we'll help ^AS",short__delivery_delay_or_missing,delivery_delay_or_missing,False,
332421,Hi I ordered same item twice and while clicking on cancel order link is not opening...how to cancel?,We'll surely help you. Please report this to our support team here: ^MP,medium__order_cancellation_change,order_cancellation_change,True,
2110275,Yes! I am. For Nov. 6th! I don't even know why. That's why I've decided to cancel my #AmazonPrime,"I can understand why you're concerned, Roxanna! Is it possible you have multiple accounts or have you let a friend or family member use your card recently? Let us know - we want to ensure this is properly addressed! ^CS",medium__order_cancellation_change,billing_or_charge_dispute,True,"Multi-issue: confirming/questioning an unexplained Prime charge (labeled, first-mentioned) with a resulting decision to cancel noted as secondary."
969132,"Amazon is Gang of THUGS &amp; most CORRUPTED CHOR online portal delivering duplicate, defective and 1st copy items.",I'm sorry the issue hasn't been resolved yet. Please reply to the email received from us and we'll get back to you. ^SH,medium__product_defect_or_wrong_item,complaint_escalation,True,
504915,"1 order delayed. and another late, what am i paying for Prime for, you better get your act together.","I'm terribly sorry for the delays with your orders! Have you been provided new delivery dates? If not, please reach us here: for available options. ^EZ",medium__delivery_delay_or_missing,delivery_delay_or_missing,False,
309955,Nope this didn’t fix it. I have a zip code entered there. Same as my amazon billing account and acct,"Typically, at this point we would reach out to the app developer. When you spoke with Direct TV, what info did they provide? ^EP",medium__billing_or_charge_dispute,other_unclassified,False,Fragment continuing an unseen device/app troubleshooting thread tied to a billing zip code; underlying issue not fully inferable. other_unclassified.
1568130,"I think a refund for the service I pay for, yet don’t receive would be more appropriate at this point.",Please reach out to us here: so we can look into what options are available. ^ZW,medium__refund_or_return,refund_or_return,False,
2387967,"Hi, thanks it's now sorted. They finally gave refund when they realised i wasnt going away. I did provide the seller with proof of purchase and a link to the Royal Mail website that displayed the signature, date and name of person who had signed for it.","I'm glad to hear it's been sorted If we can further assist, please let us know. ^AB",long__refund_or_return,positive_feedback,False,"coverage_bucket keyword guess (refund_or_return) happens to be directionally right, but the refund is already resolved -- borderline vs. positive_feedback."
1353544,It's really worst.. Windows 10 has more than 300 million users worldwide.. There should an app for Amazon prime video.. Take this into consideration seriously .. Even Netflix has windows 10 app.. ..,"I get your concern, Giridharan. I'll be sure to share your comments with internal teams for review. ^SV",long__complaint_escalation,general_product_question,False,"Opening word ('worst') reads negatively but the actual content is a feature request (Windows 10 app), not a personal grievance -- labeled general_product_question."
1400587,A want ma money back,Oh no! So sorry to hear about this! Please contact us via phone so we can discuss options with you: ^MW,short__refund_or_return,refund_or_return,True,Terse refund request with no stated reason; reply needs info not present in the message.
916539,"purchased a mobile, entered an address for delivery. Diff. Billing add. picked up automatically.9527071023","Also, don’t provide your contact details as its personal information. Our Twitter page is visible to public. 2/2 ^RS",medium__billing_or_charge_dispute,billing_or_charge_dispute,True,
2525437,I have always wanted to watch but never could until now... and I'm stoked! Thank you #PrimeTime,We're so glad to hear you're stoked! Enjoy the show. ^DG,medium__positive_feedback,positive_feedback,False,
12558,"The worst thing i experienced as i got a book of price ₹60,but i had paid ₹160 for it,even they didn't mention the real price of in on site.",We've responded to you here: request you to check. ^MA,long__complaint_escalation,complaint_escalation,True,
842369,"You see I am new to Amazon, I do not know how to select shipping speed but I am shipping it to my country Slovenia",You'll be asked to select a shipping speed during the checkout process! This might help: ^AB 2/2,medium__no_keyword_match,general_product_question,False,
1548193,", you really need to rethink your packaging. Every time the boxes are damaged.",Sorry about this. Please leave feedback here: to avoid this happening again ^KM,short__product_defect_or_wrong_item,product_defect_or_wrong_item,False,
1540467,"Time to cancel prime until ur couriers can actually get me my packages on time, or at all.Nothing but problems with AZL.",I'm sorry for the poor experience! Please provide more information here: so we can take a closer look ^TN,medium__order_cancellation_change,order_cancellation_change,True,
